Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
Verify if all the text fields in the address field are mandatory or not.,AF-32,10060,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,04/Sep/21 2:30 PM,08/Sep/21 6:24 PM,09/Sep/21 4:56 AM,08/Sep/21 6:24 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000cf:,,AF Sprint 1,,,,,,,,Done
Verify whether all numeric fields do not accept special characters and alphabet values.,AF-31,10059,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,04/Sep/21 6:46 AM,08/Sep/21 6:24 PM,08/Sep/21 6:24 PM,08/Sep/21 6:24 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000c7:,,AF Sprint 1,,,,,,,,Done
Check that when user type the password it get encrypted or not .,AF-30,10058,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,04/Sep/21 6:32 AM,08/Sep/21 6:24 PM,09/Sep/21 4:56 AM,08/Sep/21 6:24 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,AF-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000bz:,,AF Sprint 1,,,,,,,,Done
"Verify whether proper alert is displayed when ""password"" and ""confirm password"" field does not match with same passwords",AF-29,10057,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,04/Sep/21 6:10 AM,08/Sep/21 6:20 PM,09/Sep/21 4:56 AM,08/Sep/21 6:20 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000br:,,AF Sprint 1,,,,,,,,Done
"Verify whether ""E-mail"" field accepts email id without username.",AF-28,10056,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,04/Sep/21 4:31 AM,08/Sep/21 6:22 PM,09/Sep/21 4:56 AM,08/Sep/21 6:22 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000bj:,,AF Sprint 1,,,,,,,,Done
Verify the user is able to enter password into the password field,AF-27,10055,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,03/Sep/21 5:49 PM,08/Sep/21 6:23 PM,09/Sep/21 4:56 AM,08/Sep/21 6:23 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000bb:,,AF Sprint 1,,,,,,,,Done
Verify that  email id field contains dot with subdomain.,AF-26,10054,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,03/Sep/21 5:38 PM,08/Sep/21 6:22 PM,09/Sep/21 4:56 AM,08/Sep/21 6:22 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000b3:,,AF Sprint 1,,,,,,,,Done
Firstname and last name text fields accept numeric and special characters.,AF-25,10053,Bug,To Do,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Highest,,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,03/Sep/21 11:03 AM,08/Sep/21 6:44 PM,08/Sep/21 6:39 PM,,,0,"Steps to Reproduce

# Go to Application
# Go to the Affiliates page
# Verify the First name and last name field

Expected Result

First name and last name should not accept numeric values and special characters.

Actual Result

First name and last name accepts numeric values and special characters.

!image-20210903-113056.png|width=1480,height=150!",,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,AF-16,,,,,,,,,,,,,,,,,,,,,,,,03/Sep/21 11:33 AM;ug:5544c18c-029a-445e-b83b-951650e80006;image-20210903-113056.png;https://corporateola123.atlassian.net/secure/attachment/10001/image-20210903-113056.png,,,,,,,{},,AF-2,,,,,0|i000av:,,AF Sprint 1,,,,,,,,To Do
Verify that 'First Name' and 'Last Name' field do not accepts numeric values and special characters.,AF-24,10052,Test,Blocked,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,03/Sep/21 10:59 AM,08/Sep/21 6:39 PM,09/Sep/21 3:28 AM,,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,AF-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000an:,,AF Sprint 1,,,,,,,,In Progress
Verify that 'First Name' and 'Last Name' field accepts only alphabet values.,AF-23,10051,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,03/Sep/21 10:52 AM,08/Sep/21 6:23 PM,09/Sep/21 4:56 AM,08/Sep/21 6:23 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000af:,,AF Sprint 1,,,,,,,,Done
Verify that entering details in data fields of an existing affiliate raises a validation error.,AF-22,10050,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,03/Sep/21 10:44 AM,08/Sep/21 6:17 PM,09/Sep/21 4:56 AM,08/Sep/21 6:17 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000a7:,,AF Sprint 1,,,,,,,,Done
Verify that you get proper alert message on successfully saving or creating records.,AF-21,10049,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,03/Sep/21 10:35 AM,08/Sep/21 6:21 PM,09/Sep/21 4:56 AM,08/Sep/21 6:21 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i0009z:,,AF Sprint 1,,,,,,,,Done
"Verify that clicking the cancel/reset button after entering all the required fields, cancels the submit request, and reset all the fields.",AF-20,10048,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,03/Sep/21 7:32 AM,08/Sep/21 6:17 PM,09/Sep/21 4:56 AM,08/Sep/21 6:17 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i0009r:,,AF Sprint 1,,,,,,,,Done
"Verify that clicking submits button after entering all the required fields, submits the data to the server and new record gets displayed in the result section where all the records are displayed.",AF-19,10047,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,03/Sep/21 7:26 AM,08/Sep/21 6:23 PM,09/Sep/21 4:56 AM,08/Sep/21 6:23 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i0009j:,,AF Sprint 1,,,,,,,,Done
Verify the page has both submit and cancel/reset buttons .,AF-18,10046,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,03/Sep/21 7:14 AM,08/Sep/21 6:17 PM,09/Sep/21 4:56 AM,08/Sep/21 6:17 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i0009b:,,AF Sprint 1,,,,,,,,Done
Verify that the required/mandatory fields are marked with * against the field.,AF-17,10045,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,03/Sep/21 6:23 AM,08/Sep/21 6:21 PM,09/Sep/21 4:56 AM,08/Sep/21 6:21 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i00093:,,AF Sprint 1,,,,,,,,Done
As a user I want to create an affiliate record for storing it in my system and refer it in future.,AF-16,10044,Story,Blocked,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,03/Sep/21 6:08 AM,08/Sep/21 6:35 PM,08/Sep/21 6:39 PM,,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,AF-17,AF-18,AF-19,AF-20,AF-21,AF-22,AF-23,AF-24,AF-26,AF-27,AF-28,AF-29,AF-30,AF-31,AF-32,AF-33,AF-35,AF-63,AF-64,AF-66,AF-67,AF-101,,,,,,,,{},,AF-2,,,,,0|i0008v:,,AF Sprint 1,,,,,,,,In Progress
"Verify that ""Filter"" functionality works by inserting data in any of the one data field like status, approval, date email id or by affiliate name.",AF-15,10043,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,03/Sep/21 4:58 AM,08/Sep/21 6:20 PM,09/Sep/21 4:56 AM,08/Sep/21 6:20 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i0008n:,,AF Sprint 1,,,,,,,,Done
Verify that user is able to swipe the previous month or year from arrow(forward and Backward) option in date picker.,AF-14,10042,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,02/Sep/21 11:47 AM,08/Sep/21 6:17 PM,09/Sep/21 4:56 AM,08/Sep/21 6:17 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i0008f:,,AF Sprint 1,,,,,,,,Done
"Verify whether user can enter past ,future other dates in the date field and see whether user can enter date manually.",AF-13,10041,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,02/Sep/21 11:36 AM,08/Sep/21 6:20 PM,09/Sep/21 4:56 AM,08/Sep/21 6:20 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i00087:,,AF Sprint 1,,,,,,,,Done
"Verify whether ""Approved""(dropdown) field is clickable and when clicked on drop down then the dropdown list is showing or not and verify whether user can select the desired options",AF-12,10040,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,02/Sep/21 9:53 AM,08/Sep/21 6:17 PM,09/Sep/21 4:56 AM,08/Sep/21 6:17 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i0007z:,,AF Sprint 1,,,,,,,,Done
"Verify that the valid ""Affiliate E-mail"" entered by the user in filter section is fetched and gets display the same in the result  section.",AF-11,10039,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,02/Sep/21 9:48 AM,08/Sep/21 6:20 PM,09/Sep/21 4:56 AM,08/Sep/21 6:20 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i0007r:,,AF Sprint 1,,,,,,,,Done
Verify whether user can select the dropdown list items from the given options available.,AF-10,10038,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,02/Sep/21 9:34 AM,08/Sep/21 6:17 PM,09/Sep/21 4:56 AM,08/Sep/21 6:17 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i0007j:,,AF Sprint 1,,,,,,,,Done
"Verify whether ""Status""(dropdown) field is clickable and when clicked on drop down then the dropdown list is showing or not and fetch same field data in the result section",AF-9,10037,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,02/Sep/21 9:20 AM,08/Sep/21 6:18 PM,09/Sep/21 4:56 AM,08/Sep/21 6:18 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i0007b:,,AF Sprint 1,,,,,,,,Done
"Verify that the valid ""Affiliate name"" entered by the user in filter section is fetched and gets display the same in the result  section.",AF-8,10036,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,02/Sep/21 8:59 AM,08/Sep/21 6:16 PM,09/Sep/21 4:56 AM,08/Sep/21 6:16 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i00073:,,AF Sprint 1,,,,,,,,Done
Verify that filter button is clickable or not.,AF-7,10035,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,02/Sep/21 8:17 AM,08/Sep/21 6:17 PM,09/Sep/21 4:56 AM,08/Sep/21 6:17 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i0006v:,,AF Sprint 1,,,,,,,,Done
Verify that on leaving the fields blank whether filter functionality works or not.,AF-6,10034,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,02/Sep/21 7:52 AM,08/Sep/21 6:16 PM,09/Sep/21 4:56 AM,08/Sep/21 6:16 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i0006n:,,AF Sprint 1,,,,,,,,Done
Verify whether the filter function works if data entered by admin is not present in the database.,AF-5,10033,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,02/Sep/21 7:34 AM,08/Sep/21 6:16 PM,09/Sep/21 4:56 AM,08/Sep/21 6:16 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i0006f:,,AF Sprint 1,,,,,,,,Done
Verify whether all the affiliate  data present in the database is valid and getting displayed.,AF-4,10032,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,02/Sep/21 7:27 AM,08/Sep/21 6:16 PM,09/Sep/21 4:56 AM,08/Sep/21 6:16 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|hzzzzv:,,AF Sprint 1,,,,,,,,Done
"As a user I want to Filter and search the affiliate  records  based on Affiliate name, date ,their status ,email and approved status for getting required information and verify the correctness of each record.",AF-3,10031,Story,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,02/Sep/21 7:15 AM,08/Sep/21 6:16 PM,09/Sep/21 4:56 AM,08/Sep/21 6:16 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,AF-4,AF-5,AF-6,AF-7,AF-8,AF-9,AF-10,AF-11,AF-12,AF-13,AF-14,AF-15,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|hzzzzr:,,AF Sprint 1,,,,,,,,Done
Affiliates page,AF-2,10030,Epic,In Progress,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,02/Sep/21 7:13 AM,08/Sep/21 6:34 PM,08/Sep/21 6:34 PM,,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-14,,Affiliates,To Do,,,0|i00067:,,AF Sprint 1,,,,,,,,In Progress
